,stop_id,stop_name,stop_lat,stop_lon,clust,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality
31,par_5_31,FUENCARRAL,40.50156,-3.68234,348,348.0,0.059600283981799125,0.001942690626517727,0.13224998394244974,0.011674561741873557
33,par_5_84,UNIVERSIDAD P. COMILLAS,40.55406,-3.68334,31,31.0,0.0017797334852300373,0.00048567265662943174,0.10460803739267388,0.0
34,par_5_92,VILLAVERDE ALTO,40.34123,-3.71193,390,390.0,0.0036249869910262786,0.003885381253035454,0.11655816586470422,0.029723998069546308
35,par_5_1,ÁGUILAS LAS,40.38119,-3.78027,1246,1246.0,0.00020673325034589526,0.0029140359397765905,0.10307884856070088,0.016185110529968082
36,par_5_24,CUATRO VIENTOS,40.37771,-3.79143,439,439.0,0.00011553208753439318,0.0024283632831471587,0.09712722298221614,0.0040384377050728835
37,par_5_26,DOCE DE OCTUBRE,40.37896,-3.69861,533,533.0,0.0030677280866139452,0.0014570179698882952,0.12069875139222698,0.01615247418887754
38,par_5_28,EMBAJADORES,40.40513,-3.70262,1642,1642.0,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
39,par_5_30,FANJUL,40.38365,-3.76856,925,925.0,0.0008959695395570575,0.0024283632831471587,0.11222543195072764,0.022606784288678346
40,par_5_40,LAGUNA,40.39918,-3.74422,1215,1215.0,0.003476839052775647,0.003885381253035454,0.12358943577430972,0.13477758039282112
41,par_5_52,ORCASITAS,40.36691,-3.70442,660,660.0,0.0029519976355447306,0.0014570179698882952,0.12036712264702444,0.013423528336041069
42,par_5_62,PUENTE ALCOCER,40.35028,-3.70516,397,397.0,0.0014702676570492754,0.003885381253035454,0.10843690752053929,0.024262009760103183
43,par_5_7,ALUCHE,40.38563,-3.76074,1271,1271.0,0.0010325633783677967,0.004371053909664886,0.11416689769891877,0.07992807694441406
45,par_5_13,BARRIAL-C.COM.POZUELO EL,40.46537,-3.80774,80,80.0,1.6704229023803714e-05,0.0014570179698882952,0.09180079361540862,0.010885597722529755
46,par_5_9,ARAVACA,40.44833,-3.78586,95,95.0,6.464817331308682e-05,0.0009713453132588635,0.09913813857191006,0.011655684808543806
47,par_10_1,PINAR DE CHAMARTIN,40.48014,-3.66684,982,982.0,0.03708905532509032,0.001942690626517727,0.11410995344712924,0.012488170089456222
50,par_10_2,FUENTE DE LA MORA,40.48482,-3.66325,948,948.0,0.08258928115808638,0.003399708596406022,0.12375285491044596,0.07921383528115049
55,par_10_3,VIRGEN DEL CORTIJO,40.48734,-3.66098,954,954.0,0.022741427260179088,0.0024283632831471587,0.11044359813334764,0.011429758496168452
58,par_10_4,ANTONIO SAURA,40.48546,-3.65353,818,818.0,0.004018150272855397,0.0009713453132588635,0.099864196333301,0.005109600520230072
60,par_10_5,ALVAREZ DE VILLAAMIL,40.48905,-3.65136,819,819.0,0.0008588094122709824,0.001942690626517727,0.09130820399113082,0.004362000437121966
62,par_10_6,BLASCO IBAÑEZ,40.49368,-3.65584,910,910.0,0.00028489707873707924,0.0024283632831471587,0.08413697286694999,0.0022344370163550602
65,par_10_7,MARIA TUDOR,40.49717,-3.65889,881,881.0,0.0002989512366865612,0.0009713453132588635,0.08153809599239664,0.00035845847344404523
69,par_10_8,PALAS DE REY,40.50544,-3.66507,852,852.0,0.0014710114126492435,0.0029140359397765905,0.08783380257657196,0.006193837355001936
71,par_10_9,LAS TABLAS,40.50824,-3.66932,855,855.0,0.006124270717318211,0.003885381253035454,0.09598172664553421,0.01839716931759725
82,par_10_10,COLONIA JARDIN,40.39698,-3.77456,1114,1114.0,9.578586305945328e-05,0.003885381253035454,0.09698082991851538,0.030333105097183816
83,par_10_23,ESTACION DE ARAVACA,40.44833,-3.78591,95,95.0,6.464817331308682e-05,0.0009713453132588635,0.09913813857191006,0.011655684808543806
